Time Passed (days),Orbital Period (days),X Position (m),Y Position (m),Eccentric Anomaly,Orbital Radius (m),Orbital Velocity (m/s),Potential Energy (J),Kinetic Energy (J),Total Mechanical Energy (J)
46.42816246741091,365.21050633813775,100556459108.69736,108427822960.78471,0.810868893536114,147878985188.88477,29961.739419852038,-5.3593037995068e+33,2.6796518997533996e+33,-2.679651899753401e+33
46.79373854983147,365.21050633813775,99864417996.14862,109081210631.4438,0.8172313168206342,147890542275.46432,29960.568698667244,-5.358884990182931e+33,2.679442495091465e+33,-2.679442495091466e+33
47.15931463225202,365.21050633813775,99168287934.53232,109730131973.67854,0.8235932414548354,147902167647.49332,29959.3911986771,-5.358463772342365e+33,2.6792318861711826e+33,-2.6792318861711826e+33
47.52489071467258,365.21050633813775,98468098384.26878,110374561476.76595,0.8299546645905324,147913860812.9827,29958.206972124102,-5.358040164958213e+33,2.6790200824791065e+33,-2.6790200824791065e+33
47.89046679709314,365.21050633813775,97763878963.71681,111014473832.22008,0.836315583402119,147925621277.30594,29957.016071507453,-5.357614187094079e+33,2.6788070935470394e+33,-2.6788070935470394e+33
48.2560428795137,365.21050633813775,97055659447.68636,111649843934.7484,0.8426759950866751,147937448543.22363,29955.818549580064,-5.357185857902929e+33,2.678592928951465e+33,-2.678592928951464e+33
48.62161896193426,365.21050633813775,96343469765.94612,112280646883.19589,0.849035896864072,147949342110.9087,29954.614459345506,-5.356755196625945e+33,2.6783775983129725e+33,-2.6783775983129725e+33
48.98719504435481,365.21050633813775,95627340001.72566,112906857981.47711,0.8553952859770756,147961301477.9712,29953.403854055006,-5.35632222259138e+33,2.67816111129569e+33,-2.67816111129569e+33
49.35277112677537,365.21050633813775,94907300390.2123,113528452739.49586,0.8617541596914504,147973326139.48346,29952.18678720438,-5.355886955213417e+33,2.6779434776067084e+33,-2.6779434776067084e+33
49.71834720919593,365.21050633813775,94183381317.04308,114145406874.05307,0.8681125152960606,147985415588.00537,29950.96331253101,-5.355449413991014e+33,2.677724706995507e+33,-2.677724706995507e+33
50.08392329161649,365.21050633813775,93455613316.79189,114757696309.7419,0.8744703501029688,147997569313.6096,29949.733484010772,-5.355009618506757e+33,2.677504809253379e+33,-2.677504809253379e+33
50.449499374037046,365.21050633813775,92724027071.45119,115365297179.831,0.8808276614475359,148009786803.90677,29948.497355855015,-5.35456758842572e+33,2.67728379421286e+33,-2.67728379421286e+33
50.815075456457606,365.21050633813775,91988653408.90968,115968185827.13565,0.8871844466885183,148022067544.0712,29947.254982507464,-5.354123343494289e+33,2.6770616717471447e+33,-2.6770616717471447e+33
51.180651538878166,365.21050633813775,91249523301.42505,116566338804.87613,0.8935407032081627,148034411016.8662,29946.006418641162,-5.353676903539027e+33,2.6768384517695134e+33,-2.6768384517695134e+33
51.54622762129872,365.21050633813775,90506667864.09193,117159732877.52415,0.8998964284123019,148046816702.66965,29944.75171915542,-5.353228288465514e+33,2.676614144232757e+33,-2.676614144232757e+33
51.91180370371928,365.21050633813775,89760118353.3061,117748345021.63713,0.9062516197304473,148059284079.4998,29943.490939172716,-5.352777518257182e+33,2.676388759128591e+33,-2.676388759128591e+33
52.27737978613984,365.21050633813775,89009906165.22383,118332152426.67964,0.9126062746158804,148071812623.04077,29942.22413403562,-5.352324612974166e+33,2.676162306487083e+33,-2.676162306487083e+33
52.6429558685604,365.21050633813775,88256062834.21725,118911132495.83305,0.9189603905457435,148084401806.66858,29940.95135930372,-5.351869592752142e+33,2.675934796376071e+33,-2.675934796376071e+33
53.00853195098095,365.21050633813775,87498620031.3258,119485262846.79263,0.9253139650211285,148097051101.47687,29939.672670750522,-5.351412477801164e+33,2.675706238900582e+33,-2.675706238900582e+33
