Time Passed (days),Orbital Period (days),Barycentric X Position of Alpha A (m),Barycentric Y Position of Alpha A (m),Barycentric X Position of Alpha B (m),Barycentric Y Position of Alpha B (m),Scalar Distance Between Both Masses (m),Radius of Alpha A from the Barycenter (m),Radius of Alpha B from the Barycenter (m),Orbital Velocity of Alpha A (m/s),Orbital Velocity of Alpha B (m/s),Kinetic Energy of Alpha A (J),Kinetic Energy of Alpha B (J),Relative Kinetic Energy Within the System (J),Gravitational Potential Energy (J),Total Mechanical Energy Within the System (J),Acceleration of Alpha A (m/s/s),Acceleration of Alpha B (m/s/s),Relative Net Acceleration (m/s/s)
6388.721572671587,29143.0723794471,-968875211465.9374,965280837555.7961,1172285476856.5764,-1167936483009.4993,3022446894484.2554,1367657219754.1255,1654789674730.13,14894.234851109983,13540.522634774734,2.4291286382102104e+38,1.6592790666667645e+38,4.0884077048769745e+38,-8.75325810298958e+37,-3.779465395714286e+37,1.3224124849003995e-05,1.6000460452662292e-05,2.922458530166629e-05
6417.893817295659,29143.0723794471,-975859855507.7804,964459886227.5482,1180736510255.27,-1166943177258.746,3032125806074.2065,1372036927248.5786,1660088878825.628,14852.339986791132,13502.435524945935,2.4154824337614214e+38,1.6499576742031641e+38,4.065440107964585e+38,-8.725316646492908e+37,-3.779465395714286e+37,1.3139833592321466e-05,1.589847268905194e-05,2.9038306281373407e-05
6447.066061919729,29143.0723794471,-982842849473.3423,963623833667.0322,1189185547152.8284,-1165931599851.2708,3041827361994.395,1376426881302.4639,1665400480691.9312,14810.496867123358,13464.395456782993,2.4018914510892254e+38,1.6406740024005787e+38,4.042565453489804e+38,-8.69748826003517e+37,-3.779465395714286e+37,1.3056151299448385e-05,1.579722173800661e-05,2.8853373037454994e-05
6476.238306543801,29143.0723794471,-989824267764.3248,962772653318.5021,1197632677571.1995,-1164901718656.088,3051551428512.0757,1380827021401.7144,1670724407110.3613,14768.70581268193,13426.40272172463,2.388355651627918e+38,1.6314280249157076e+38,4.019783676543626e+38,-8.669772864650676e+37,-3.779465395714286e+37,1.2973074475588817e-05,1.5696703371016304e-05,2.866977784660512e-05
6505.410551167872,29143.0723794471,-996804181412.0638,961906316825.6505,1206077987454.3757,-1163853499363.6323,3061297869537.4946,1385237285965.7163,1676060583571.7783,14726.967143826976,13388.457611013971,2.3748749957461844e+38,1.6222197146773575e+38,3.997094710423542e+38,-8.642170379191834e+37,-3.779465395714286e+37,1.2890599635686926e-05,1.5596913371356004e-05,2.848751300704293e-05
6534.582795791944,29143.0723794471,-1003782658090.6865,961024794075.5507,1214521558684.3113,-1162786905538.9258,3071066546589.4854,1389657612331.7422,1681408934257.7432,14685.281180811544,13350.560415796805,2.3614494427865e+38,1.613049043913357e+38,3.9744984866998564e+38,-8.614680720409819e+37,-3.779465395714286e+37,1.2808723304739608e-05,1.5497847534463947e-05,2.8306570839203553e-05
6563.755040416014,29143.0723794471,-1010759762129.823,960128053241.6912,1222963469096.3052,-1161701898673.6484,3080857318761.183,1394087936739.4353,1686769382021.7478,14643.64824388802,13312.711427218304,2.348078951103435e+38,1.603915984176719e+38,3.951994935280154e+38,-8.587303803033013e+37,-3.779465395714286e+37,1.2727442018096662e-05,1.53995016683048e-05,2.8126943686401464e-05
6592.927285040085,29143.0723794471,-1017735554526.8859,959216060826.1505,1231403792493.8564,-1160598438237.1655,3090670042685.8813,1398528194315.3613,1692141848370.52,14602.068653412893,13274.910936518298,2.3347634781008684e+38,1.5948205063710628e+38,3.929583984471931e+38,-8.560039539843195e+37,-3.779465395714286e+37,1.2646752321748686e-05,1.5301871593718024e-05,2.7948623915466713e-05
6622.099529664157,29143.0723794471,-1024710092958.916,958288781700.9271,1239842598662.998,-1159476481726.5361,3100504572503.0063,1402978319057.6104,1697526253445.396,14560.542729950004,13237.159235125106,2.3215029802681642e+38,1.5857625807753238e+38,3.907265561043488e+38,-8.532887841749618e+37,-3.779465395714286e+37,1.2566650772603343e-05,1.520495314475211e-05,2.7771603917355454e-05
6651.271774288227,29143.0723794471,-1031683431794.0042,957346179148.4696,1248279953386.1152,-1158335984715.5515,3110360759824.226,1407438243820.4624,1702922516003.7637,14519.07079437227,13199.456614748045,2.3082974132153323e+38,1.576742177067774e+38,3.8850395902831066e+38,-8.505848617861006e+37,-3.779465395714286e+37,1.248713393875022e-05,1.5108742168985073e-05,2.7595876107735292e-05
6680.444018912299,29143.0723794471,-1038655622102.298,956388214901.4259,1256715918455.2666,-1157176900902.8303,3120238453699.6953,1411907900299.112,1708330553400.5833,14477.653167961964,13161.80336746857,2.2951467317071997e+38,1.5677592643493583e+38,3.8629059960565584e+38,-8.478921775555511e+37,-3.779465395714286e+37,1.240819839971466e-05,1.501323452783155e-05,2.742143292754621e-05
6709.616263536369,29143.0723794471,-1045626711666.601,955414849181.6447,1265150551685.0032,-1155999182159.0063,3130137500584.4243,1416387219014.4521,1713750281569.9722,14436.29017250961,13124.199785830211,2.2820508896966283e+38,1.5588138111663913e+38,3.840864700863019e+38,-8.452107220548741e+37,-3.779465395714286e+37,1.2329840746701056e-05,1.491842609683719e-05,2.7248266843538247e-05
6738.788508160441,29143.0723794471,-1052596744992.57,954426040738.4575,1273583906924.7117,-1154802778573.0508,3140057744304.797,1420876129297.9207,1719181615006.8762,14394.982130411518,13086.646162927196,2.2690098403567924e+38,1.5499057855325968e+38,3.818915625889389e+38,-8.425404856959842e+37,-3.779465395714286e+37,1.2252057582825742e-05,1.4824312765960428e-05,2.707637034878617e-05
6767.960752784512,29143.0723794471,-1059565763318.5178,953421746886.2655,1282016034070.4717,-1153587638497.7463,3149999026025.2085,1425374559276.407,1724624466748.8015,14353.729364766034,13049.142792492019,2.2560235361125665e+38,1.5410351549505601e+38,3.7970586910631264e+38,-8.398814587375774e+37,-3.779465395714286e+37,1.2174845523340086e-05,1.4730890439842425e-05,2.690573596318251e-05
6797.132997408584,29143.0723794471,-1066533804624.8347,952401923541.4574,1290446979076.4575,-1152353708594.36,3159961184214.8633,1429882435857.2256,1730078748357.6377,14312.532199468535,13011.689968981735,2.2430919286710185e+38,1.5322018864325441e+38,3.775293815103563e+38,-8.372336312913739e+37,-3.779465395714286e+37,1.2098201195843817e-05,1.4638155038065171e-05,2.673635623390899e-05
6826.305242032654,29143.0723794471,-1073500903643.0237,951366525258.6902,1298876783965.8684,-1151100933876.5366,3169944054614.695,1434399684713.1494,1735544369901.5454,14271.390959305245,12974.287987663292,2.2302149690510672e+38,1.5234059465207574e+38,3.753620915571825e+38,-8.345969933281913e+37,-3.779465395714286e+37,1.2022121240489181e-05,1.4546102495398512e-05,2.6568223735887693e-05
6855.477486656725,29143.0723794471,-1080467091864.3773,950315505266.5465,1307305486841.4287,-1149829257753.4456,3179947470204.4487,1438926230267.5132,1741021239936.9355,14230.305970045853,12936.937144697713,2.2173926076122926e+38,1.5146473013070278e+38,3.73203990891932e+38,-8.319715346838433e+37,-3.779465395714286e+37,1.1946602310175998e-05,1.4454728762036153e-05,2.6401331072212153e-05
6884.649731280797,29143.0723794471,-1087432397548.2844,949248815502.5994,1315733121895.4382,-1148538622072.2058,3189971261169.9004,1443461995679.38,1746509265490.5205,14189.277558535063,12899.637737223327,2.204624794082957e+38,1.5059259164519453e+38,3.710550710534902e+38,-8.293572450648771e+37,-3.779465395714286e+37,1.1871641070738116e-05,1.4364029803821258e-05,2.623567087455937e-05
6913.821975904867,29143.0723794471,-1094396845730.1881,948166406647.9106,1324159719419.3987,-1147228967159.6265,3200015254870.232,1448006902828.78,1752008352041.452,14148.306052783044,12862.390063438015,2.1919114775872296e+38,1.4972417572034624e+38,3.689153234790692e+38,-8.26754114054149e+37,-3.779465395714286e+37,1.1797234201121377e-05,1.4274001602461778e-05,2.6071235803583157e-05
6942.994220528939,29143.0723794471,-1101360458229.2014,947068228160.9729,1332585305813.2327,-1145900231863.2766,3210079275805.566,1452560872302.0186,1757518403503.5474,14107.39178205486,12825.194422680475,2.1792526066716595e+38,1.4885947884149672e+38,3.667847395086626e+38,-8.241621311162427e+37,-3.779465395714286e+37,1.1723378393553464e-05,1.418464015573596e-05,2.5908018549289424e-05
6972.16646515301,29143.0723794471,-1108323253655.3792,945954228311.135,1341009903594.0774,-1144552353591.9258,3220163145584.647,1457123823377.0527,1763039322207.5942,14066.53507695893,12788.051115510687,2.1666481293309097e+38,1.4799849745628728e+38,3.646633103893782e+38,-8.215812856027408e+37,-3.779465395714286e+37,1.1650070353705946e-05,1.409594147768841e-05,2.5746011831394358e-05
7001.338709777082,29143.0723794471,-1115285247416.6729,944824354211.5131,1349433531404.7036,-1143185268355.3667,3230266682892.702,1461695674008.9478,1768571008883.7544,14025.736269534504,12750.960443789401,2.1540979930327653e+38,1.4714122797636922e+38,3.6255102727964574e+38,-8.1901156675734395e+37,-3.779465395714286e+37,1.157730680084862e-05,1.4007901598816838e-05,2.5585208399665458e-05
7030.510954401152,29143.0723794471,-1122246451725.559,943678551851.4236,1357856204021.5327,-1141798910803.656,3240389703459.4536,1466276340815.4028,1774113362644.0508,13984.995693338267,12713.922710756893,2.1416021447424544e+38,1.4628766677906544e+38,3.604478812533109e+38,-8.164529637208509e+37,-3.779465395714286e+37,1.1505084467996588e-05,1.3920516566250016e-05,2.5425601034246605e-05
7059.683199025224,29143.0723794471,-1129206875605.3628,942516766128.348,1366277932362.29,-1140393214265.7913,3250532020027.3164,1470865739062.3606,1779666280964.9558,13944.313683530037,12676.938221110859,2.129160530946279e+38,1.4543781020898452e+38,3.583538633036124e+38,-8.139054655359978e+37,-3.779465395714286e+37,1.1433400102050153e-05,1.3833782443917036e-05,2.5267182545967187e-05
7088.855443649295,29143.0723794471,-1136166524896.2795,941338940879.4537,1374698723493.2886,-1138968110787.8472,3260693442319.763,1475463782649.6929,1785229659670.0703,13903.690576957633,12640.007281083583,2.116773097674596e+38,1.4459165457959063e+38,3.562689643470502e+38,-8.113690611521628e+37,-3.779465395714286e+37,1.136225046392788e-05,1.374769531270832e-05,2.51099457766362e-05
7118.027688273367,29143.0723794471,-1143125402261.1028,940145018912.689,1383118580636.3618,-1137523531170.6016,3270873777009.8755,1480070384096.9688,1790803392912.9067,13863.12671224096,12603.13019851837,2.1044397905241552e+38,1.4374919617472918e+38,3.541931752271447e+38,-8.088437394299402e+37,-3.779465395714286e+37,1.1291632328693007e-05,1.3662251270628555e-05,2.4953883599321562e-05
7147.199932897437,29143.0723794471,-1150083507190.6716,938934942037.4669,1391537503175.4534,-1136059405006.659,3281072827689.0776,1484685454529.3076,1796387373159.77,13822.622429855304,12566.307282945274,2.0921605546798116e+38,1.4291043125011012e+38,3.521264867180913e+38,-8.063294891455868e+37,-3.779465395714286e+37,1.1221542485673441e-05,1.3577446432941898e-05,2.479898891861534e-05
7176.372177521508,29143.0723794471,-1157040836009.046,937708651094.9635,1399955486662.8787,-1134575660717.1104,3291290394836.072,1489308903663.3225,1801981491172.7493,13782.178072213877,12529.53884565614,2.0799353349356327e+38,1.4207535603474962e+38,3.5006888952831285e+38,-8.038262989953428e+37,-3.779465395714286e+37,1.115197773857549e-05,1.3493276932309571e-05,2.464525467088506e-05
7205.54442214558,29143.0723794471,-1163997381878.4138,936466085988.0374,1408372522825.263,-1133072225587.7358,3301526275785.959,1493940639793.1465,1807585635992.8125,13741.793983749696,12492.825199779043,2.0677640757154216e+38,1.4124396673237202e+38,3.4802037430391416e+38,-8.013341575996346e+37,-3.779465395714286e+37,1.108293490559167e-05,1.3409738918920309e-05,2.4492673824511977e-05
7234.71666676965,29143.0723794471,-1170953134803.7463,935207185710.7966,1416788599569.1738,-1131549025804.7761,3311780264699.5728,1498580569776.5566,1813199694923.016,13701.470510996758,12456.166660352077,2.0556467210926657e+38,1.4041625952277229e+38,3.459809316320389e+38,-7.988530535071588e+37,-3.779465395714286e+37,1.1014410819502645e-05,1.3326828560613699e-05,2.4341239380116345e-05
7263.888911393722,29143.0723794471,-1177908081637.207,933931888377.8248,1425203700986.4548,-1130005986490.2961,3322052152533.0205,1503228599021.192,1818823553511.8286,13661.208002670568,12419.56354439658,2.043583214809923e+38,1.3959223056314061e+38,3.439505520441329e+38,-7.963829751988529e+37,-3.779465395714286e+37,1.0946402327773591e-05,1.3244542042996778e-05,2.419094437077037e-05
7293.061156017793,29143.0723794471,-1184862206082.3223,932640131253.0785,1433617807359.274,-1128443031737.1504,3332341727007.437,1507884631470.8652,1824457095536.5718,13621.006809748085,12383.016170989798,2.0315735002976807e+38,1.3877187598935034e+38,3.419292260191184e+38,-7.939239110917557e+37,-3.779465395714286e+37,1.0878906292645141e-05,1.3162875569554067e-05,2.4041781862199206e-05
7322.233400641865,29143.0723794471,-1191815488697.9292,931331850778.4819,1442030895164.8977,-1126860084643.5776,3342648772578.9697,1512548569591.984,1830100202986.9858,13580.867285547041,12346.524861337002,2.019617520692678e+38,1.3795519191720948e+38,3.399169439864773e+38,-7.914758495427589e+37,-3.779465395714286e+37,1.0811919591219059e-05,1.3081825361751237e-05,2.3893744952970296e-05
7351.405645265935,29143.0723794471,-1198767906901.9006,930006982602.2219,1450442937080.2004,-1125257067347.44,3352973070408.983,1517220314360.0647,1835752756048.9182,13540.789785804718,12310.089938843104,2.0077152188557198e+38,1.3714217444367765e+38,3.3791369632924964e+38,-7.890387788522551e+37,-3.779465395714286e+37,1.0745439115538894e-05,1.3001387659132696e-05,2.3746826774671592e-05
7380.577889890007,29143.0723794471,-1205719434974.6707,928665461606.764,1458853901985.9272,-1123633901060.1177,3363314398334.51,1521899765246.3657,1841414633088.144,13500.774668756192,12273.711729183793,1.995866537388991e+38,1.3633281964804895e+38,3.3591947338694808e+38,-7.866126872676833e+37,-3.779465395714286e+37,1.0679461772665704e-05,1.29215587194132e-05,2.3601020492078906e-05
7409.750134514077,29143.0723794471,-1212670044062.5493,927307221936.6044,1467263754970.7087,-1121990506100.0903,3373672530838.9355,1526586820204.6184,1847085710634.3171,13460.822295212083,12237.390560376209,1.9840714186529017e+38,1.355271235931022e+38,3.339342654583924e+38,-7.84197562986977e+37,-3.779465395714286e+37,1.0613984484749107e-05,1.2842334818563838e-05,2.3456319303312944e-05
7438.922379138149,29143.0723794471,-1219619702180.864,925932197025.7644,1475672457334.8574,-1120326801926.2012,3384047239022.9453,1531281375657.8828,1852765863365.0625,13420.93302863579,12201.126762849166,1.9723298047824415e+38,1.3472508232621833e+38,3.3195806280446246e+38,-7.817933941619134e+37,-3.779465395714286e+37,1.054900418909369e-05,1.2763712250892364e-05,2.3312716439986055e-05
7468.09462376222,29143.0723794471,-1226568374216.908,924540319625.0531,1484079966593.9382,-1118642707170.6443,3394438290575.7207,1535983326485.5137,1858454964090.207,13381.107235220286,12164.92066951297,1.9606416377030886e+38,1.3392669188046723e+38,3.2999085565077607e+38,-7.794001689013718e+37,-3.779465395714286e+37,1.0484517838221078e-05,1.2685687329118322e-05,2.31702051673394e-05
7497.26686838629,29143.0723794471,-1233516021934.1113,923131521828.8113,1492486236483.8145,-1116938139671.3242,3404845449748.477,1540692566011.1858,1864152883737.2913,13341.345283956602,12128.77261582167,1.949006859143974e+38,1.331319482755066e+38,3.2803263418990403e+38,-7.770178752740269e+37,-3.779465395714286e+37,1.0420522399915046e-05,1.2608256384427598e-05,2.302877878434264e-05
7526.439113010362,29143.0723794471,-1240462603969.1423,921705735102.8562,1500891216957.1392,-1115213016505.666,3415268477317.9316,1545408985986.364,1869859491331.5676,13301.647546741333,12092.682939870801,1.9374254106621406e+38,1.3234084751923933e+38,3.260833885854534e+38,-7.746465013133184e+37,-3.779465395714286e+37,1.0357014857325933e-05,1.2531415766598781e-05,2.2888430623924714e-05
7555.611357634433,29143.0723794471,-1247408075842.6646,920262890309.4153,1509294854196.3728,-1113467254020.7842,3425707130570.7305,1550132476583.2556,1875574653987.4749,13262.014398404832,12056.651982423013,1.925897233643293e+38,1.3155338560786462e+38,3.2414310897219394e+38,-7.722860350176032e+37,-3.779465395714286e+37,1.0293992208944092e-05,1.2455161843971029e-05,2.274915405291512e-05
7584.783602258505,29143.0723794471,-1254352389956.1582,918802917734.6624,1517697090609.937,-1111700767866.8013,3436161163267.504,1554862926378.5457,1881298236888.9583,13222.44621681798,12020.680087005121,1.9144222693252533e+38,1.3076955852747992e+38,3.2221178546000525e+38,-7.699364643549576e+37,-3.779465395714286e+37,1.0231451468696643e-05,1.2379491003561133e-05,2.2610942472257777e-05
7613.955846882575,29143.0723794471,-1261295495595.5051,917325747114.6859,1526097864836.5505,-1109913473028.2664,3446630325617.5464,1559600222341.9397,1887030103275.6067,13182.94338295912,11984.767599968984,1.9030004588094465e+38,1.2998936225486603e+38,3.2028940813581068e+38,-7.675977772655305e+37,-3.779465395714286e+37,1.0169389665976891e-05,1.2304399651099111e-05,2.2473789317076e-05
7643.128091506647,29143.0723794471,-1268237338933.0771,915831307661.5664,1534497111747.7563,-1108105283855.7075,3457114364251.746,1564344249823.915,1892770114427.831,13143.506280988551,11948.914870559212,1.891631743074321e+38,1.2921279275840333e+38,3.1837596706583543e+38,-7.652699616642901e+37,-3.779465395714286e+37,1.0107803845682877e-05,1.2229884211074863e-05,2.233768805675774e-05
7672.300336130718,29143.0723794471,-1275177863029.7114,914319528089.2875,1542894762450.314,-1106276114096.9832,3467613022195.8203,1569094892543.6086,1898518129652.2117,13104.135298322757,11913.122250980654,1.8803160629883956e+38,1.2843984599896337e+38,3.1647145229780293e+38,-7.629530054436964e+37,-3.779465395714286e+37,1.0046691068252548e-05,1.2155941126780707e-05,2.2202632195033257e-05
7701.47258075479,29143.0723794471,-1282117007836.5933,912790336639.5099,1551290744288.4746,-1104425876928.4678,3478126038843.9,1573852032576.8647,1904274006267.0352,13064.830825708277,11877.390096465542,1.8690533593229307e+38,1.2767051793077405e+38,3.145758538630671e+38,-7.606468964762945e+37,-3.779465395714286e+37,9.986048409695476e-06,1.2082566860349774e-05,2.2068615270045252e-05
7730.64482537886,29143.0723794471,-1289054710197.0393,911243661107.2003,1559684980846.1416,-1102554484986.06,3488653149932.4277,1578615550344.4236,1910037599588.0042,13025.59325729535,11841.718765340453,1.857843572764254e+38,1.2690480450226169e+38,3.1268916177868705e+38,-7.583516226172395e+37,-3.779465395714286e+37,9.92587296162149e-06,1.2009757892790643e-05,2.193563085441213e-05
7759.817070002932,29143.0723794471,-1295990903848.2673,909679428866.1205,1568077391949.0085,-1100661850396.0242,3499194087514.505,1583385324600.3135,1915808762914.1914,12986.42299071096,11806.108619092724,1.8466866439256447e+38,1.2614270165686303e+38,3.108113660494275e+38,-7.56067171706729e+37,-3.779465395714286e+37,9.866161831265631e-06,1.1937510724017532e-05,2.180367255528316e-05
7788.989314627003,29143.0723794471,-1302925519422.9124,908097566894.2405,1576467893666.3967,-1098747884805.7385,3509748579934.3228,1588161232420.281,1921587347514.0417,12947.320427132636,11770.560022437516,1.835582513359164e+38,1.2538420533383285e+38,3.0894245666974923e+38,-7.537935315724259e+37,-3.779465395714286e+37,9.806912141511664e-06,1.1865821872878753e-05,2.167273401439042e-05
7818.161559251073,29143.0723794471,-1309858484450.6362,906498001799.0017,1584856398313.201,-1096812499414.2618,3520316351802.1777,1592943149190.4854,1927373202611.6924,12908.285971361209,11735.073343383992,1.8245311215669245e+38,1.246293114690144e+38,3.0708242362570685e+38,-7.515306900317661e+37,-3.779465395714286e+37,9.748121030911427e-06,1.1794687877180124e-05,2.154280890809155e-05
7847.333803875145,29143.0723794471,-1316789723359.741,904880659842.4751,1593242814451.8413,-1094855605002.7738,3530897123969.9614,1597730948596.4075,1933166175373.554,12869.320031893001,11699.648953300926,1.813532409011943e+38,1.238780159955803e+38,3.052312568967746e+38,-7.492786348941803e+37,-3.779465395714286e+37,9.689785653700903e-06,1.1724105293704408e-05,2.141389094740531e-05
7876.506048499216,29143.0723794471,-1323719157478.6106,903245466966.4467,1601627046894.0093,-1092877111964.927,3541490613506.8228,1602524502611.8374,1938966110894.9854,12830.423020992635,11664.287226982893,1.8025863161289147e+38,1.2313031484476843e+38,3.0338894645765988e+38,-7.470373539632998e+37,-3.779465395714286e+37,9.631903179814773e-06,1.1654070698228924e-05,2.1285973878043696e-05
7905.678293123288,29143.0723794471,-1330646705037.1794,901592348817.4113,1610008996702.4438,-1090876930337.0889,3552096533675.318,1607323681488.0813,1944772852187.2366,12791.595354765293,11628.988542715966,1.791692783334581e+38,1.2238620394659038e+38,3.015554822800485e+38,-7.448068350390799e+37,-3.779465395714286e+37,9.574470794897904e-06,1.1584580685539454e-05,2.1159051480437357e-05
7934.850537747358,29143.0723794471,-1337572281168.3794,899921230771.4916,1618388561192.6802,-1088854969828.4899,3562714593907.966,1612128353743.3545,1950586240164.6113,12752.837453228838,11593.753282343283,1.7808517510378144e+38,1.2164567923052031e+38,2.9973085433430175e+38,-7.425870659198652e+37,-3.779465395714286e+37,9.517485700314353e-06,1.1515631869441124e-05,2.103311756975548e-05
7964.02278237143,29143.0723794471,-1344495797909.5728,898232037959.2826,1626765633934.7866,-1086811139851.2866,3573344499784.2114,1616938386152.3557,1956406113631.8557,12714.149740385816,11558.581831330506,1.770063159649432e+38,1.2090873662616513e+38,2.9791505259110832e+38,-7.4037803440439775e+37,-3.779465395714286e+37,9.460945113154013e-06,1.1447220882766458e-05,2.090816599592047e-05
7993.195026995501,29143.0723794471,-1351417164203.9946,896524695290.6362,1635140104755.1096,-1084745349550.549,3583985953007.8315,1621753643736.0437,1962232309271.7878,12675.53264429527,11523.474578831105,1.7593269495917157e+38,1.2017537206391489e+38,2.9610806702308645e+38,-7.3817972829376745e+37,-3.779465395714286e+37,9.4048462662369e-06,1.137934437738056e-05,2.078419064361746e-05
8022.367271619573,29143.0723794471,-1358336285902.2068,894799127479.3932,1643511859738.029,-1082657507834.1827,3594638651384.783,1626573989751.6145,1968064661633.1687,12636.986597144416,11488.431917751519,1.7486430613076636e+38,1.1944558147557473e+38,2.9430988760634107e+38,-7.35992135393306e+37,-3.779465395714286e+37,9.349186408115192e-06,1.1311999024183575e-05,2.0661185432298766e-05
8051.539516243643,29143.0723794471,-1365253065763.5715,893055259068.0597,1651880781227.7466,-1080547523402.7903,3605302288801.4966,1631399285682.6772,1973903003118.8193,12598.512035320227,11453.454244816232,1.7380114352699893e+38,1.1871936079497956e+38,2.925205043219785e+38,-7.3381524351442945e+37,-3.779465395714286e+37,9.293962803073171e-06,1.1245181513110633e-05,2.0539144316183804e-05
8080.711760867715,29143.0723794471,-1372167403457.7627,891293014452.4496,1660246747830.1104,-1078415304779.483,3615976555203.6475,1636229391229.6506,1979747163973.9968,12560.109399480845,11418.541960632705,1.7274320119898515e+38,1.1799670595859046e+38,2.907399071575756e+38,-7.316490404764258e+37,-3.779465395714286e+37,9.239172731125018e-06,1.1178888553129165e-05,2.041806128425418e-05
8109.884005491786,29143.0723794471,-1379079195566.3188,889512317906.2844,1668609634414.496,-1076260760339.6478,3626661136575.3926,1641064164300.3652,1985596972275.0273,12521.779134626953,11383.695469756241,1.716904732025349e+38,1.1727761290607464e+38,2.8896808610860954e+38,-7.294935141081941e+37,-3.779465395714286e+37,9.184813488010685e-06,1.1113116872233921e-05,2.0297930360244606e-05
8139.0562501158565,29143.0723794471,-1385988335584.2544,887713093605.7683,1676969312115.7551,-1074083798340.6809,3637355714919.112,1645903461000.8982,1991452253918.2136,12483.52169017296,11348.915180754735,1.7064295359897554e+38,1.1656207758086858e+38,2.8720503117984412e+38,-7.27348652249931e+37,-3.779465395714286e+37,9.130882385189764e-06,1.104786321743955e-05,2.0178745602629315e-05
8168.2284947399285,29143.0723794471,-1392894713921.7297,885895265654.1344,1685325648336.2366,-1071884326951.6874,3648059968235.6353,1650747135626.625,1997312832609.0103,12445.337520018187,11314.201506273348,1.6960063645595384e+38,1.158500959307251e+38,2.854507323866789e+38,-7.2521444275477275e+37,-3.779465395714286e+37,9.077376749833599e-06,1.098312435477104e-05,2.0060501104604637e-05
8197.400739363999,29143.0723794471,-1399798217905.804,884058758106.177,1693678506747.9065,-1069662254283.1644,3658773570504.9966,1655595040653.511,2003178529851.4856,12407.22708261791,11279.554863099116,1.6856351584821384e+38,1.1514166390824494e+38,2.837051797564588e+38,-7.23090873490387e+37,-3.779465395714286e+37,9.024293924815534e-06,1.0918897069251945e-05,1.994319099406748e-05
8226.572983988071,29143.0723794471,-1406698731782.2686,882203494992.7687,1702027747294.568,-1067417488416.6649,3669496191667.711,1660447026729.6392,2009049164938.0718,12369.190841054311,11244.975672225453,1.6753158585835194e+38,1.1443677747139279e+38,2.8196836332974472e+38,-7.209779323405204e+37,-3.779465395714286e+37,8.971631268699492e-06,1.0855178164890546e-05,1.9826809433590036e-05
8255.74522861214,29143.0723794471,-1413596136717.581,880329400345.3663,1710373226194.2002,-1065149937434.4487,3680227497606.5854,1665302942666.98,2014924554939.6055,12331.22926310742,11210.464358916644,1.6650484057755186e+38,1.1373543258399904e+38,2.802402731615509e+38,-7.188756072065022e+37,-3.779465395714286e+37,8.919386155726924e-06,1.079196446466407e-05,1.9711350620390992e-05
8284.917473236213,29143.0723794471,-1420490310800.907,878436398220.5183,1718714795941.429,-1062859509449.1354,3690967150129.0967,1670162635433.4163,2020804514695.6804,12293.342821325909,11176.021352772195,1.6548327410629656e+38,1.1303762521624616e+38,2.785208993225427e+38,-7.167838860087025e+37,-3.779465395714286e+37,8.86755597580211e-06,1.0729252810500895e-05,1.9596808786303006e-05
8314.089717860285,29143.0723794471,-1427381129046.276,876524412724.3698,1727052305310.1345,-1060546112633.3531,3701714806950.317,1675025950145.0186,2026688856805.2983,12255.531993097893,11141.647087791218,1.644668805550614e+38,1.1234335134514232e+38,2.7681023190020372e+38,-7.1470275668795165e+37,-3.779465395714286e+37,8.816138134476014e-06,1.0667040063261034e-05,1.9483178197737046e-05
8343.261962484356,29143.0723794471,-1434268463394.8718,874593368037.172,1735385599356.226,-1058209655249.396,3712470121676.434,1679892730058.5864,2032577391617.8477,12217.79726072161,11107.342002436651,1.6345565404498564e+38,1.1165260695497957e+38,2.751082609999652e+38,-7.126322072069146e+37,-3.779465395714286e+37,8.765130052928621e-06,1.0605323102714742e-05,1.9370453155643363e-05
8372.434207108427,29143.0723794471,-1441152182717.4558,872643188437.8107,1743714519420.568,-1055850045678.8981,3723232743788.8506,1684762816564.4548,2038469927224.3958,12180.13911147609,11073.10653969956,1.6244958870852595e+38,1.1096538803778115e+38,2.734149767463071e+38,-7.105722255514299e+37,-3.779465395714286e+37,8.714529167949918e-06,1.0544098827519515e-05,1.9258627995469433e-05
8401.606451732498,29143.0723794471,-1448032152816.9475,870673798328.3302,1752038903132.108,-1053467192452.51,3734002318628.8965,1689636049179.5757,2044366269449.3208,12142.558037691737,11038.941147163248,1.6144867869008985e+38,1.1028169059373315e+38,2.71730369283823e+38,-7.085227997318058e+37,-3.779465395714286e+37,8.66433293191949e-06,1.0483364155195405e-05,1.9147697087114894e-05
8430.778696356569,29143.0723794471,-1454908236431.1624,868685122258.4946,1760358584411.1853,-1051061004279.615,3744778487383.163,1694512265540.8813,2050266221842.2817,12105.054536820855,11004.846277067414,1.6045291814665086e+38,1.096015106316055e+38,2.7005442877825634e+38,-7.0648391778408055e+37,-3.779465395714286e+37,8.614538812784812e-06,1.0423116022098751e-05,1.9037654834883564e-05
8459.95094098064,29143.0723794471,-1461780293235.717,866677084950.353,1768673393473.05,-1048631390078.0515,3755560887069.453,1699391301398.9275,2056169585670.5256,12067.629111508177,10970.82238637224,1.59462301248347e+38,1.0892484416916029e+38,2.683871454175073e+38,-7.044555677712471e+37,-3.779465395714286e+37,8.565144294038386e-06,1.0363351383394512e-05,1.89284956774329e-05
