Time Passed (days),Orbital Period (days),Barycentric X Position of Alpha A (m),Barycentric Y Position of Alpha A (m),Barycentric X Position of Alpha B (m),Barycentric Y Position of Alpha B (m),Scalar Distance Between Both Masses (m),Radius of Alpha A from the Barycenter (m),Radius of Alpha B from the Barycenter (m),Orbital Velocity of Alpha A (m/s),Orbital Velocity of Alpha B (m/s),Kinetic Energy of Alpha A (J),Kinetic Energy of Alpha B (J),Relative Kinetic Energy Within the System (J),Gravitational Potential Energy (J),Total Mechanical Energy Within the System (J),Acceleration of Alpha A (m/s/s),Acceleration of Alpha B (m/s/s),Relative Net Acceleration (m/s/s)
291.72244624071175,29143.0723794471,742040676256.272,175109263852.54233,-897828221547.6439,-211872534716.61197,1684910951477.391,762422205543.5195,922488745933.8716,23059.84264920142,20963.971930561172,5.822731955914919e+38,3.977367477903479e+38,9.800099433818398e+38,-1.5701872996197332e+38,-3.779465395714286e+37,4.2553020471544365e-05,5.1486803774962523e-05,9.403982424650689e-05
320.89469086478294,29143.0723794471,738295227905.6425,192134385977.6239,-893296435974.2303,-232471991873.4786,1685936515339.2122,762886273190.9935,923050242148.2186,23050.60370509469,20955.572698707427,5.81806712630411e+38,3.974181045533849e+38,9.792248171837958e+38,-1.5692321466017346e+38,-3.779465395714286e+37,4.250126577480913e-05,5.1424183451288395e-05,9.392544922609753e-05
350.0669354888541,29143.0723794471,734219454571.0428,209025023551.95676,-888364975420.2119,-252908730154.02496,1687057505025.5234,763393521024.0494,923663984001.474,23040.513722815485,20946.399778124276,5.812974735093173e+38,3.970702556168293e+38,9.783677291261465e+38,-1.5681894476738507e+38,-3.779465395714286e+37,4.2444803381858064e-05,5.1355867075286827e-05,9.380067045714488e-05
379.2391801129252,29143.0723794471,729820166094.6047,225770842150.12384,-883042079418.3339,-273170245474.4592,1688273328558.2168,763943681172.5931,924329647385.6237,23029.580305427393,20936.460080845503,5.807459181033215e+38,3.966935014487377e+38,9.774394195520593e+38,-1.567060103507861e+38,-3.779465395714286e+37,4.238369146602993e-05,5.128192503348374e-05,9.366561649951368e-05
408.4114247369965,29143.0723794471,725104605588.5526,242361959528.0216,-877336511734.2157,-293244580865.3963,1689583351184.2048,764536466410.8527,925046884773.3522,23017.81160506351,20925.76101807041,5.801525179393851e+38,3.962881641377826e+38,9.764406820771677e+38,-1.565845079584691e+38,-3.779465395714286e+37,4.231799234609449e-05,5.120243272814748e-05,9.352042507424197e-05
437.5836693610676,29143.0723794471,720080414608.2009,258788967395.9181,-871257518227.6023,-313120352816.0556,1690986897355.343,765171571053.2927,925815326302.0503,23005.21629743953,20914.31047699332,5.7951777469671514e+38,3.958545863689056e+38,9.753723610656207e+38,-1.5645454031238717e+38,-3.779465395714286e+37,4.224777227908607e-05,5.1117470326629e-05,9.336524260571507e-05
466.75591398513876,29143.0723794471,714755597299.9437,275042950034.19653,-864814783473.4125,-332786773798.282,1692483252794.7664,765848671889.6318,926634580905.1345,22991.80355525922,20902.116796626226,5.7884221864237536e+38,3.953931303547228e+38,9.742353489970982e+38,-1.5631621598803576e+38,-3.779465395714286e+37,4.2173101244329344e-05,5.10271225000449e-05,9.320022374437425e-05
495.9281586092099,29143.0723794471,709138483834.6475,291115499729.3902,-858018386518.1644,-352233670943.2952,1694071666636.1113,766567429152.8405,927504237483.2709,22977.5830206874,20889.18874277364,5.781264070124773e+38,3.9490417672975504e+38,9.730305837422322e+38,-1.5616964908299148e+38,-3.779465395714286e+37,4.209405272011176e-05,5.093147815306339e-05,9.302553087317514e-05
525.1004032332811,29143.0723794471,703237693430.3706,306998729041.748,-850878756139.5093,-371451500884.7669,1695751353622.0544,767327487513.9796,928423866108.0748,22962.564777065738,20875.53548231907,5.773709223493294e+38,3.94388123414574e+38,9.717590457639034e+38,-1.5601495887643277e+38,-3.779465395714286e+37,4.2010703454458474e-05,5.083063014655473e-05,9.28413336010132e-05
554.2726478573524,29143.0723794471,697062097258.1335,322685279947.31213,-843406625964.2611,-390431360820.2285,1697521496348.7256,768128477097.7983,929393019250.9272,22946.759320044992,20861.16655698106,5.765763708048185e+38,3.938453844568851e+38,9.704217552617036e+38,-1.5585226948174703e+38,-3.779465395714286e+37,4.192313323145059e-05,5.072467501484906e-05,9.264780824629965e-05
583.4448924814235,29143.0723794471,690620781510.9144,338168329926.90735,-835612989783.9241,-409164995878.4127,1699381247542.795,768970014513.1147,930411233029.6802,22930.177528304426,20846.09185669382,5.757433804201152e+38,3.9327638885643336e+38,9.690197692765486e+38,-1.5568170949428912e+38,-3.779465395714286e+37,4.1831424634498916e-05,5.061371267931084e-05,9.244513731380976e-05
612.6171371054946,29143.0723794471,683923010899.6123,353441595101.21124,-827509057386.8237,-427644802912.51526,1701329732358.3901,769851703892.1715,931478028466.2186,22912.830634024,20830.32159276316,5.7487259939149826e+38,3.9268157938043135e+38,9.675541787719296e+38,-1.5550341163629834e+38,-3.779465395714286e+37,4.1735662807944013e-05,5.049784615988806e-05,9.223350896783207e-05
641.7893817295659,29143.0723794471,676978192820.8468,368499330534.9149,-819106211203.1239,-445863830868.2119,1703366050681.4895,770773137933.374,932592912748.1155,22894.730193268948,20813.866270942795,5.73964694331726e+38,3.920614113759446e+38,9.660261057076705e+38,-1.5531751240090335e+38,-3.779465395714286e+37,4.163593521829956e-05,5.037718128622985e-05,9.201311650452941e-05
670.961626353637,29143.0723794471,669795842420.6301,383336327853.7127,-810415964033.801,-463815777900.3485,1705489279429.9912,771733898942.071,933755380487.9202,22875.88805643891,20796.73666456925,5.730203485359432e+38,3.914163515853722e+38,9.644367001213155e+38,-1.5512415169705561e+38,-3.779465395714286e+37,4.153233141639241e-05,5.025182640988916e-05,9.178415782628157e-05
700.1338709777082,29143.0723794471,662385548755.6476,397947910335.3722,-801449918107.662,-481494985433.4061,1707698474838.3123,772733559864.3363,934964914973.976,22856.31633892531,20778.943787886186,5.720402602606013e+38,3.907468769708212e+38,9.627871372314225e+38,-1.549234724971276e+38,-3.779465395714286e+37,4.1424942801580894e-05,5.0121892119039866e-05,9.154683492062075e-05
729.3061156017793,29143.0723794471,654756942230.5686,412329925650.3911,-792219725682.2902,-498896429378.09753,1709992674716.095,773771685309.033,936220989407.062,22836.027392111257,20760.498869680076,5.710251410233149e+38,3.900534735527789e+38,9.610786145760938e+38,-1.5471562048879804e+38,-3.779465395714286e+37,4.1313862389152435e-05,4.99874909570408e-05,9.130135334619323e-05
